incident_id,system,system_version,category,symptom,created_at,baseline_resolved_at,baseline_ttr_minutes,assisted_resolved_at,assisted_ttr_minutes,resolution,resolution_source,recurring_group,knowledge_article_id,resolution_success,feedback_score,dataset_label
RDS-5156,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-02-18T19:00:00,2025-02-18T19:33:24,33.4,2025-02-18T19:17:00,17.0,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.82,SYNTHETIC_BENCHMARK
RDS-5079,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-01-24T20:00:00,2025-01-24T20:29:48,29.8,2025-01-24T20:13:42,13.7,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.74,SYNTHETIC_BENCHMARK
RDS-5266,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-01-21T08:00:00,2025-01-21T08:39:00,39.0,2025-01-21T08:25:30,25.5,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.92,SYNTHETIC_BENCHMARK
RDS-5064,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-06-21T19:00:00,2025-06-21T19:48:48,48.8,2025-06-21T19:13:12,13.2,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.73,SYNTHETIC_BENCHMARK
RDS-5029,LabSys,5.4,Application,Lab results not loading or displaying blank screen,2025-05-19T20:00:00,2025-05-19T20:37:42,37.7,2025-05-19T20:10:00,10.0,Restart LabSys Application Service,knowledge_article,RG-001,KA-014,1,1.0,SYNTHETIC_BENCHMARK
RDS-5258,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-07-19T14:00:00,2025-07-19T14:47:36,47.6,2025-07-19T14:19:18,19.3,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.76,SYNTHETIC_BENCHMARK
RDS-5222,EHRCore,6.0,UI/Application,Patient registration screen freeze or hang during intake,2025-06-01T15:00:00,2025-06-01T15:28:12,28.2,2025-06-01T15:09:30,9.5,EHR Core UI Thread Recycling,knowledge_article,RG-005,KA-005,1,1.0,SYNTHETIC_BENCHMARK
RDS-5067,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-07-17T12:00:00,2025-07-17T12:33:36,33.6,2025-07-17T12:16:06,16.1,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.95,SYNTHETIC_BENCHMARK
RDS-5094,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-07-11T19:00:00,2025-07-11T19:40:00,40.0,2025-07-11T19:17:12,17.2,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.77,SYNTHETIC_BENCHMARK
RDS-5283,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-02-16T16:00:00,2025-02-16T16:40:18,40.3,2025-02-16T16:14:30,14.5,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.79,SYNTHETIC_BENCHMARK
RDS-5066,PACSView,4.1,Performance,PACS image loading slow or hanging in radiology,2025-02-28T11:00:00,2025-02-28T11:22:48,22.8,2025-02-28T11:12:18,12.3,PACS Image Cache Purge and DICOM Router Cycle,knowledge_article,RG-002,KA-019,1,0.96,SYNTHETIC_BENCHMARK
RDS-5177,AuthGuard,2.8,Authentication,Clinical application SSO login failure across nursing stations,2025-05-29T13:00:00,2025-05-29T13:50:36,50.6,2025-05-29T13:13:12,13.2,AuthGuard LDAP Gateway Synchronizer Reset,knowledge_article,RG-004,KA-012,1,0.92,SYNTHETIC_BENCHMARK
RDS-5265,HL7Router,3.5,Integration,HL7 message queue delayed or stuck in pending,2025-05-01T19:00:00,2025-05-01T19:59:06,59.1,2025-05-01T19:24:24,24.4,HL7 Router Queue Purge and Resend,knowledge_article,RG-006,KA-031,1,0.88,SYNTHETIC_BENCHMARK
